"","wojewodztwo","rok","frekwencja","ludność w tysiącach [tys. osób]","ludność wg grup wieku i płci; 0-14;ogółem;[osoba]","ludność wg grup wieku i płci; 0-4;ogółem;[osoba]","ludność wg grup wieku i płci; 10-14;ogółem;[osoba]","ludność wg grup wieku i płci; 15-19;ogółem;[osoba]","ludność wg grup wieku i płci; 20-24;ogółem;[osoba]","ludność wg grup wieku i płci; 25-29;ogółem;[osoba]","ludność wg grup wieku i płci; 30-34;ogółem;[osoba]","ludność wg grup wieku i płci; 35-39;ogółem;[osoba]","ludność wg grup wieku i płci; 40-44;ogółem;[osoba]","ludność wg grup wieku i płci; 45-49;ogółem;[osoba]","ludność wg grup wieku i płci; 50-54;ogółem;[osoba]","ludność wg grup wieku i płci; 55-59;ogółem;[osoba]","ludność wg grup wieku i płci; 5-9;ogółem;[osoba]","ludność wg grup wieku i płci; 60-64;ogółem;[osoba]","ludność wg grup wieku i płci; 65-69;ogółem;[osoba]","ludność wg grup wieku i płci; 70 i więcej;ogółem;[osoba]","ludność wg grup wieku i płci; 70-74;ogółem;[osoba]","ludność wg grup wieku i płci; 75-79;ogółem;[osoba]","ludność wg grup wieku i płci; 80-84;ogółem;[osoba]","ludność wg grup wieku i płci; 85 i więcej;ogółem;[osoba]","produkt krajowy brutto na 1 mieszkańca [zł]","przeciętne dalsze trwanie życia; kobiety [lata]","przeciętne dalsze trwanie życia; mężczyźni [lata]","Studenci uczelni na 10 tys. ludności; ogółem [osoba]","Studenci uczelni na 10 tys. ludności; w wieku 19-24 lata [osoba]","udział ludności w wieku poprodukcyjnym [%]","udział ludności w wieku produkcyjnym [%]","udział ludności w wieku przedprodukcyjnym [%]","współczynnik feminizacji ogółem [osoba]","współczynnik obciążenia demograficznego osobami starszymi [osoba]","współczynnik skolaryzacji brutto; szkoły podstawowe [%]","współczynnik skolaryzacji brutto; szkoły policealne, w tym kolegia (wiek 19-21 lat) [%]","współczynnik skolaryzacji brutto; szkoły specjalne przysposabiające do pracy (wiek 15-18 lat) [%]","współczynnik skolaryzacji brutto; szkoły zawodowe i ogólnozawodowe [%]","współczynnik skolaryzacji netto; szkoły podstawowe [%]","absolwenci studiów na 10 tys. ludności;[osoba]","km2","gęstość zaludnienia [osób na km2]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 1 rok]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 2 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 3 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 4 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 5 lat]","przeciętne dalsze trwanie życia; ogółem [lata]","syntetyczna_zmienna_obciazenia","syntetyczna_zmienna_obciazenia2","ludność deklarująca narodowość: angielska","ludność deklarująca narodowość: białoruska","ludność deklarująca narodowość: kaszubska","ludność deklarująca narodowość: niemiecka","ludność deklarująca narodowość: niepolska","ludność deklarująca narodowość: polska","ludność deklarująca narodowość: ukraińska","ludność deklarująca narodowość: śląska","post2005"
"55","pomorskie",2004,0.420329045612999,2194.04,NA,0.0519115185176576,0.0685684542813922,0.0797273159435033,0.0876610783481257,0.0826433963631491,0.0721636468962977,0.062245418385527,0.0669932786123869,0.079909172162234,0.0776307279581375,0.0583680979525907,0.0568343982632959,0.0378602769957353,0.0384764915514341,0.079006727768533,0.0331648314685095,0.0239904359125468,0.0141861524009807,0.00766530798649615,23988,79.4,71.4,445,4232,13.8,63.9,22.3,106,16.7,100.86,14.28,NA,50.87,99,84,18310,119.827416712179,0.0893732970027248,0.0922773948515966,0.0976529548950529,0.10182119205298,NA,75.5165048543689,0.0927516090071309,0.685940659583073,0,0,0.0240596995193731,0.000997053517431305,0.00505622998750576,0.973256935918868,0.00141049416763342,3.2413065863057e-05,0
"56","pomorskie",2006,0.564039474353461,2203.6,NA,0.0523426491710137,0.0624316174251621,0.0749743033542915,0.086951095822962,0.0828355482745241,0.0775482790621689,0.0642000912145834,0.0630102173947572,0.0741275052811429,0.0784558868576122,0.0693489502381336,0.0540457751991632,0.0390448335560754,0.0369378220589537,0.0837454250894561,0.0334507929088603,0.0257588168424779,0.0157556175249989,0.00878019781311902,27667,79.8,71.7,464,4524,14.2,64.5,21.3,106,17,99.85,18.2,NA,43.7,98.12,91,18310,120.349535772802,0.0782151208106002,0.0836668334167084,0.0911444141689373,0.0941060627373752,0.0995881506475463,75.8679611650485,0.105995529648946,0.682563534457229,0,0,0.0457130701700716,0.000955195395238326,0.00383678276277301,0.974257846989288,0.00138695464767972,6.48261317261139e-05,1
"57","pomorskie",2010,0.494004462192158,2275.49,NA,0.0596951694884715,0.0539377383548364,0.0637584629974854,0.0757400371084257,0.0861997438797905,0.0825970097042664,0.0731388436972367,0.0611018969946746,0.0628342680754157,0.0740924827751688,0.0740718279195638,0.0508069896031367,0.060723078153579,0.0325823755193378,0.088720075728611,0.0324285627648326,0.0266254272698588,0.0178726026084885,0.0117934830854311,35810,80.8,73,471,5233,15.4,64.6,20.1,105,17,99.01,20.09,NA,41.65,95.22,105,18310,124.275805570726,0.0287273771904625,0.0310164076796625,0.0325520833333333,0.0361441428416525,0.0389711613406079,76.9951219512195,0.136815755530291,0.756094881677186,0,0,0.0890198114714686,0.000871479150852369,0.00139788831330752,0.976259669130128,0.00133987560777232,0.000129652263452228,1
"58","pomorskie",2014,0.505727690922559,2302.08,0.162890728676756,0.055064187687901,0.0499874678388255,0.054393923400477,0.066124634406234,0.0781333552266062,0.0857512585373991,0.0805020857251951,0.0687774561841328,0.0588916009325492,0.0624727148570617,0.0729688885297929,0.0578390731500293,0.0682322963132858,0.0491503976626325,0.0917106595478779,0.0296154298922234,0.0272475681743052,0.0197799639195387,0.0150676975618105,42108,81.5,74.4,426,5486,17.7,62.8,19.5,105,20.2,94.89,20.58,NA,40.72,93.76,114,18310,125.728017476789,0.0329449282472709,0.0327968936970378,0.0346786479716993,0.0375034906450712,0.0385808675667912,78.0365853658537,0.1928459045194,0.938238322371877,0.000243066278655422,0.000170827889298016,0.111826637344281,0.00114754943075452,0.0137068654203852,0.979468351658483,0.00149748371496435,0.000214152439390028,1
"59","pomorskie",2018,0.634596717822749,2333.52,0.167154555579696,0.0558104634066174,0.0547211233829707,0.0494895486352609,0.05523879558933,0.0689001136907586,0.0813525300586281,0.083884324259928,0.0775381258294861,0.0643550545677073,0.0571912083146384,0.061903825246205,0.0566229687901083,0.0692759402842826,0.061260591817608,0.102455386126471,0.0384551598591486,0.0253745088434954,0.0206400365456008,0.0179856808782258,53813,81.9,74.7,358,5472,20,60.3,19.6,105,24.5,94.99,18.54,0.99,44.71,93.21,93,18310,127.445111960677,0.0806257279408812,0.0858750053471361,0.0893155073076324,0.095350052246604,0.0984913528762419,78.3878048780488,0.261039930339594,1.20147327822129,0.00101198182682029,0.000711224610998931,0.0902839729761679,0.00220198140699237,0.0579213685746251,0.985287954371594,0.00209791172862641,0.000341215416857685,1
"60","pomorskie",2022,0.752851110240267,2358.31,0.166178958040662,0.0512176743740319,0.0585962726650941,0.0505218362155563,0.0500761775290494,0.0617129152396189,0.0753968842902981,0.0838559186738622,0.0814215452017061,0.0747638030163164,0.0602262555299204,0.0551026647506029,0.0563650110015363,0.0599926133450819,0.0626186497347462,0.118131778432579,0.0520937265589255,0.028080313546964,0.0190047351765483,0.0189530031501412,81149,80.9,73.8,379,6366,21.2,59,19.8,106,27.7,97.37,24.61,1.12,38.28,96.01,85,18310,128.799016930639,0.21262701733413,0.246688626907074,0.245374122678439,0.264415661643097,0.285734366842042,77.4533980582524,0.307115667385837,1.37385527467245,0.00173006014897714,0.00121589274021571,0.0730288586522366,0.00318116415922823,0.0990513596212849,0.990855142662518,0.00265552949803908,0.000464163574953383,1
"61","warmińsko-mazurskie",2004,0.330358686085192,1428.71,NA,0.0510424059678844,0.0733603786342123,0.0861900982281968,0.0914234759371015,0.0775158639167811,0.0676286506606641,0.0621544969812013,0.0715482594837035,0.0834351731697177,0.075126302395021,0.0535005606440477,0.0584819635000427,0.0344442624626062,0.0367988274770178,0.0773492805418019,0.0327231342312037,0.0244842564712042,0.0135590468071286,0.00658284303226538,18490,79.1,69.7,429,3891,13.3,63.5,23.2,105,16.2,100.66,13.28,NA,52.91,98.4,83,24173,59.1035452777893,0.0861137218045113,0.0915506151252108,0.0946722634807879,0.0966572163249159,NA,74.5146341463415,0.0849225268176401,0.708861485517637,0,9.68444531950325e-06,0,0.00306515417908255,0.0114157245362457,0.97015263943497,0.0091775982551711,0,0
"62","warmińsko-mazurskie",2006,0.467599117795796,1426.88,NA,0.0508738277770497,0.0667048384485624,0.0807438311340173,0.093882259442435,0.0797682781279194,0.0713113829234773,0.0619041645320604,0.0662514025326533,0.0792931165344321,0.078387646359232,0.0647292034455523,0.0540191452277447,0.0354254693622392,0.0348290644712986,0.0818763696813264,0.0325352534160124,0.026032968365311,0.0157167756571492,0.00759137224285383,20904,79.5,70.1,422,3811,13.6,64.5,21.9,105,16.4,99.89,16.1,NA,46.3,97.54,87,24173,59.0278409796053,0.0702437026418185,0.0742022714981071,0.0805921052631579,0.0856803846874414,0.0886018727801098,74.9146341463415,0.0951678088209453,0.667685309026803,0,6.91746094250232e-06,0,0.0027668659113969,0.00874966030010128,0.971782493142702,0.00908744174436293,0,1
"63","warmińsko-mazurskie",2010,0.397384558500359,1453.78,NA,0.0552875190365543,0.0556912934676588,0.06816358986423,0.0780935518530289,0.0871987684535921,0.0802348632738609,0.0702264851263807,0.061729337686118,0.0674936132102337,0.0797127767436933,0.0734215996621227,0.0495906538944629,0.0563777787866406,0.0300753482984381,0.086702820642985,0.0308842728827293,0.0261758640566467,0.0183631383522426,0.0112795453513663,27160,80.4,71.3,344,3698,14.7,65.4,20,104,16.2,97.07,18.13,NA,42.52,93.55,99,24173,60.1406527944401,0.0455000384941104,0.0475558237779119,0.0514181311988864,0.0565442020665901,0.0605160761826746,75.9392156862745,0.129354411207876,0.710677627293758,0,1.38349218850047e-06,0,0.00217028937602561,0.00341753182781236,0.975042200558166,0.00890712872274658,0,1
"64","warmińsko-mazurskie",2014,0.409522471910112,1443.97,0.154633035242495,0.0501285694202153,0.0499464322938128,0.0574805379901341,0.070662972214739,0.0779380692218035,0.0844486058199391,0.0775523263343276,0.0671621996901591,0.0610824208586484,0.0687640368512577,0.0782787972301306,0.0545580335284671,0.0676580558973993,0.0459608841476294,0.0883780585013369,0.0272513153001419,0.0263897997668922,0.0197012812619679,0.015035662172335,31973,81.2,73.1,246,2958,17,64.2,18.8,104,18.9,92.07,17,NA,41.32,90.56,79,24173,59.7348281140115,0.049809561334384,0.0504523081016363,0.0519965724078835,0.0558541973490427,0.0583955654784818,77.2294117647059,0.19291807357384,0.86031070386277,0.000266985571163162,0.000145295368977999,2.55695136561735e-05,0.00201479539842822,0.00288298954107856,0.979547715704011,0.00849765046579939,3.22109457746601e-05,1
"65","warmińsko-mazurskie",2018,0.536149717703445,1428.98,0.153399305660039,0.0477976295029402,0.0528907621714184,0.0508550486604809,0.0596172242776856,0.0709581569549813,0.0782738493040155,0.0828155408426832,0.0754473636145427,0.0642218976712809,0.0612827444413265,0.0698412787275986,0.0527109139856807,0.0741135478868538,0.0610916994813794,0.0980823424771323,0.0360473147686152,0.0238407314852591,0.0201688893429803,0.0180254068802778,38271,81.6,72.5,190,2706,19.8,61.9,18.3,104,23.2,91.25,16.15,1.12,43.63,89.21,58,24173,59.1147147644066,0.0499876539822766,0.0527260099548559,0.0546310455458607,0.0569855815844619,0.0598240084055687,77.1392156862745,0.254028679066648,1.10673251581182,0.00111156737797996,0.000612518192662261,0.000106456079731912,0.00281353884974041,0.0127275389368202,0.986748409665254,0.00759239643829984,0.000134107009532408,1
"66","warmińsko-mazurskie",2022,0.679043429561588,1366.43,0.151724566937201,0.0433179892127661,0.057049391479988,0.0513688955892362,0.0502689490131218,0.055858697481759,0.0674114297841821,0.0813360362404221,0.0823049845217099,0.0751783845495196,0.0630804358803598,0.0626098665866528,0.0513571862444472,0.0708825186800641,0.069183200017564,0.118792034718207,0.0536946641979465,0.0270493182965831,0.019019635107543,0.0190284171161347,56368,80.7,72.5,166,2764,22.5,59.1,18.3,105,28.5,90.81,15.48,1.3,37.19,89.35,48,24173,56.5271170313987,0.148071204529716,0.166506344189455,0.178142612104876,0.189961067126545,0.199456775220171,76.7,0.340652717911093,1.39688423128657,0.00190030924724072,0.0010484844707332,0.000181994791091461,0.00352003004046843,0.0215686748827113,0.993688543381357,0.00673507223852522,0.000229266165400932,1
"67","wielkopolskie",2004,0.390001816549797,3365.28,NA,0.0501969670901377,0.0691623854516842,0.0806903906744247,0.089798688550116,0.0838164279200293,0.0721136974215839,0.0619463504258037,0.0663899588831014,0.0792055229827625,0.0749651663767951,0.0627305341036697,0.0560383777530746,0.0347744899908864,0.0368337521688369,0.081337290207094,0.0326037958768995,0.0247295695488314,0.0154358489315757,0.00856807584978737,26140,78.9,70.8,479,4455,13.7,64.1,22.2,106,16.7,100.9,14.75,NA,60.24,99.4,97,29826,112.830416415208,0.116044744257536,0.122775318456952,0.12463887742468,0.130066516724889,NA,74.9679611650485,0.10222430211369,0.681905174031699,0,0,0,0.000323449591416299,0.00209020292510951,0.988842524247056,0.000120113395883763,3.25523256880168e-05,0
"68","wielkopolskie",2006,0.536566871015562,3378.5,NA,0.05070590456954,0.0627822626714443,0.0758377529449442,0.0887162416952839,0.0855538934119323,0.0774793088771296,0.0640180174527054,0.0626857702022968,0.0740514583090376,0.0763421184892002,0.0689539328376896,0.0529678538002937,0.0406739436590536,0.0352875327586013,0.0839440083208475,0.0320704264789543,0.0256705486632833,0.0165978886500585,0.00960514452855141,29781,79.3,71.4,511,4887,14.1,64.8,21.1,106,16.7,100.48,18.5,NA,53.8,98.97,102,29826,113.273653859049,0.0663873670641315,0.0709257842387146,0.0791563487319614,0.0837474026560665,0.0850185720181593,75.4650485436893,0.112270104205588,0.671872010431159,0,0,0,0.000339024424800432,0.0022425435608496,0.989058397774049,0.000134775712854614,6.51046513760335e-05,1
"69","wielkopolskie",2010,0.465114451517073,3446.75,NA,0.0584078601695223,0.0535371778300977,0.0648292809592819,0.0765789172102955,0.0873096211062901,0.0836838814591738,0.0733703827814358,0.0612505421782,0.062604283171514,0.0743222953830353,0.0720833714127387,0.0496686003751365,0.0638785288728931,0.031055387039076,0.0874198700513093,0.0312317853511066,0.0259784231209445,0.0177819943163768,0.0124276672628814,39158,80.5,72.5,476,5239,15.3,64.9,19.9,106,16.5,100.33,16.56,NA,46.54,97.3,135,29826,115.561925836518,0.0204304998175848,0.0220274218925601,0.0238602471239881,0.0263255095530707,0.0280731908189208,76.6165048543689,0.142340180903454,0.748414229549407,0,0,0,0.000370174091568699,0.00254722483232977,0.989490144828037,0.000164100346796318,0.000130209302752067,1
"70","wielkopolskie",2014,0.48594157487917,3472.58,0.160401534421535,0.0548405090280164,0.0491096098893646,0.0544863054231452,0.0672278442045523,0.0784512029819912,0.086740143276798,0.081242212200212,0.0693611290052725,0.0591813749953565,0.0624864113962562,0.0728772477170426,0.0564514155041541,0.0666432642713096,0.0532523522143053,0.0876489778922236,0.0273885777688571,0.0261192041995301,0.0192441986201034,0.014896997303733,47529,81.2,74,391,4967,17.7,63.1,19.2,106,20.2,97.32,16.98,NA,42.96,96.27,114,29826,116.42794876953,0.0458576301023215,0.0469983311533084,0.0490757094077476,0.0532202870422391,0.0543076041069474,77.704854368932,0.189888704538447,0.926613462152998,0.000157078496447077,0.000112810126408907,1.91654974820085e-05,0.000606883011928388,0.00407542690017121,0.990729838342095,0.000398800465612205,0.000193446262359636,1
"71","wielkopolskie",2018,0.62948789624474,3493.97,0.164453090453865,0.0545837699189661,0.0536515922150426,0.0492102248188235,0.0557692412268111,0.0692664989300134,0.0808896701716587,0.0852033890397997,0.0781383578388933,0.0655326363800022,0.0574959308454082,0.0624158371181885,0.0562177283198563,0.068910456847213,0.0605162781925083,0.102198388136815,0.0418944758811541,0.023711143401673,0.0195162006302861,0.017076568223702,59865,81.3,74,331,5018,19.9,60.7,19.3,106,24.2,97.51,16.35,1.03,47.62,95.84,88,29826,117.145108294776,0.0605335884353742,0.0647846200515698,0.0672346621541852,0.0718929495676324,0.0751897898558697,77.7563106796116,0.246534305724852,1.21794091821375,0.000653980406776392,0.000469673532826625,7.97936071636565e-05,0.00128829855280285,0.00825059225948702,0.99371744217173,0.00107780963994021,0.000252642660036737,1
"72","wielkopolskie",2022,0.760966329729611,3493.58,0.164150954737795,0.0500595807677919,0.0583694019052679,0.0505155604127231,0.0503418129899527,0.0600530630926412,0.0723659447036662,0.0834442750224197,0.0830089046269769,0.0757401368282422,0.0618406292461852,0.0559555435589369,0.0557219720647348,0.0610823806087572,0.0629025780739912,0.118598216097713,0.0524428114794665,0.0304298431092259,0.0180708769264281,0.0176546845825926,85867,81,73.6,326,5452,21.4,59,19.6,106,27.7,97.58,21.56,1.09,41.92,96.29,80,29826,117.132032454905,0.156863009269239,0.175085339629167,0.17967315319208,0.19448759709346,0.206260629251701,77.4077669902913,0.293984747378456,1.3734141242243,0.00111802940526186,0.000802942741299789,0.000136413259841566,0.00192672144866431,0.0121698586780111,0.996536064285677,0.00171386460441728,0.000312229684785071,1
"73","zachodniopomorskie",2004,0.359187036814128,1694.87,NA,0.0468715797423394,0.0660270877031504,0.0777117941546967,0.0890749410720028,0.0811574963197659,0.0687305478607441,0.0591799346850634,0.0675381225053323,0.087566266339797,0.0847129417387226,0.0625501146108982,0.0533983532611742,0.0362182238703378,0.0377800001770052,0.0814825959589702,0.0345909556218342,0.026223327521661,0.0143450953320766,0.00632321748339838,22062,78.5,70.3,532,4992,13.9,65.1,21.1,106,16.7,100.83,14.44,NA,48.27,98.84,103,22892,74.0376550760091,0.0766152644934609,0.0773475219233422,0.0791729702471003,0.0810908527452094,NA,74.5194174757282,0.0779129195716498,0.65752213618207,0,0,0,0.00058135898477482,0.00467966393136159,0.981536826858458,0.00243649881437266,3.9339699270571e-05,0
"74","zachodniopomorskie",2006,0.506057905110174,1692.84,NA,0.046705000714776,0.060995795226714,0.0719425012907319,0.088032641044211,0.0823735053206509,0.0747880186999583,0.0609662590277392,0.0619309112862542,0.0799385410771734,0.0863514405985688,0.0751731707345889,0.0495646954995103,0.0393481242741479,0.0357600668226966,0.0861293283822788,0.034410262529551,0.027322165499593,0.0167972363569343,0.00759966399620046,25231,79.1,70.5,490,4740,14.3,65.8,19.9,106,16.9,99.63,16.2,NA,43.2,97.47,99,22892,73.9489778088415,0.0723818429105746,0.0771915510833107,0.083105602186219,0.0838998916149374,0.0858799798285426,74.9252427184466,0.0922585965792965,0.642267668854639,0,0,0,0.000651736839447358,0.0043779237368815,0.981614590784823,0.00237898610254662,7.86793985411421e-05,1
"75","zachodniopomorskie",2010,0.438697801627601,1723.74,NA,0.0521470452927673,0.0507431220815656,0.0624896663709919,0.0719499043069696,0.0851554844956406,0.0821985437487418,0.0722011021377341,0.0597090862258309,0.0636737189635798,0.0825205178736249,0.0827473500949389,0.0458920452666613,0.0662100628806764,0.0321602839405688,0.0902020663197081,0.0319050251748958,0.0275760685625045,0.0191560100966445,0.0115649624856635,31981,80.1,71.3,416,4881,15.7,65.8,18.5,105,16.8,96.46,18.11,NA,37.67,92.93,115,22892,75.2987943386336,0.0384453031139397,0.0392221817338589,0.0429857682253848,0.0469264000634141,0.0503230193811629,75.8073170731707,0.135809954627826,0.731891549026396,0,0,0,0.000792492548792434,0.00377444334792132,0.981770118637554,0.00226396067889453,0.000157358797082284,1
"76","zachodniopomorskie",2014,0.445158997595833,1715.43,0.144694831794459,0.0469806130354412,0.0461341785242309,0.0526643158483203,0.0649451945312869,0.0736887697610688,0.085132541034877,0.0808053486266717,0.0681566323565331,0.0582996343193052,0.0654220426236905,0.0828683870117772,0.0515800402347865,0.0768658138974986,0.0539532047631178,0.0925032834313942,0.0289350023405197,0.0271861707057876,0.0206298009071773,0.0157523094779096,37443,80.9,73.6,308,4024,18.7,63.8,17.5,105,20.7,91.86,17.29,NA,39.23,90.17,85,22892,74.9357854272235,0.0533674675068925,0.0537576513262299,0.0558664153610555,0.0593164691535599,0.0615969087898172,77.3390243902439,0.213768115942029,0.949000697055227,0.000223263212757794,0.000141304662559811,6.58991045510811e-05,0.00123474189420167,0.00554242090779533,0.983709256354706,0.00238026185506851,0.000233773863192886,1
"77","zachodniopomorskie",2018,0.578653347648358,1701.03,0.145279036818869,0.0457646249625227,0.0501819485840932,0.0466517345373097,0.0555351757464595,0.0653927326384602,0.0766770721268878,0.0846710522448164,0.0788392914880984,0.0646478898079399,0.0579278437182178,0.067572588372927,0.0493324632722527,0.0797834253364138,0.0699717230148792,0.107050434148722,0.0421062532700775,0.024814965050587,0.0211754054896151,0.018953810338442,46455,81.2,73.6,232,3552,21.9,60.8,17.3,106,26.1,92.64,15.08,0.86,42.41,90.19,56,22892,74.3067447143107,0.0714285714285714,0.0761438792319229,0.0778082054116524,0.0827123894987047,0.0871265402576943,77.5106796116505,0.289845821908572,1.25559510779354,0.000929533768148465,0.000588307647389541,0.000274364245745351,0.00232924217776276,0.0124408074942322,0.989507053321032,0.00299701469491847,0.000305290275483167,1
"78","zachodniopomorskie",2022,0.717640285369939,1640.62,0.143451690883092,0.0412014467683598,0.0530829161135228,0.0475350202545132,0.0464707897370631,0.0551833390019151,0.0666046170293949,0.0813807202390313,0.0848214884354836,0.0782538573784821,0.0626414859730029,0.0584156496743308,0.0491673280012093,0.069045154825426,0.0743468026151057,0.131849383953159,0.0611664356567204,0.030946189920652,0.0194852927731068,0.02025146560268,66443,80.7,72.8,214,3863,24.2,58.5,17.3,106,31.7,96.34,20.67,1.09,36.55,94.4,49,22892,71.6678315568758,0.139224662654527,0.156787024522109,0.163772412819427,0.174792810246475,0.187278010978366,76.8650485436893,0.366985143867013,1.50716201627174,0.00158910890174296,0.00100575681214075,0.00046904661258556,0.0033606851742277,0.0188432044914086,0.994931808916546,0.00356538565842558,0.000377280272098537,1
"79","łódzkie",2004,0.386444621230511,2587.7,NA,0.0427657435052413,0.0611333917120287,0.0707678086580294,0.0814390528739399,0.0778717951294237,0.0677234086459724,0.0600714456301382,0.0657996940915144,0.0835204362789842,0.0819120594256989,0.0677852395677709,0.0489210117702889,0.0421346816596347,0.0428152082426802,0.105339022808654,0.041128383407363,0.0333141142218076,0.020207504573556,0.0106890206059276,22472,78.5,69.1,495,5095,17.2,63.5,19.3,110,21.2,100.78,15.74,NA,50.13,99.01,99,18219,142.033042428234,0.0919339164237123,0.0976465730800991,0.103393628067107,0.109080426635918,NA,74.0238095238095,0.137264340550546,0.736615546295896,2.83612290968879e-05,0,0,0.00015177383260143,0.00222182638890272,0.97698822931717,0.000120893553259321,4.28919822761576e-05,0
"80","łódzkie",2006,0.528457904400785,2566.2,NA,0.0433224560224893,0.0564169249605837,0.0667391993914733,0.0803215496232169,0.07892804842027,0.0724955751660628,0.0622286355144849,0.0615431856778004,0.0768397450235718,0.0834814772671477,0.0747475448114292,0.0456235255424562,0.0477488486858769,0.0409048717207324,0.108658412172404,0.03974478976291,0.0342237816411672,0.022565678875909,0.0121241618924183,25856,78.6,68.5,524,5565,17.6,63.9,18.5,110,21.2,99.85,20.8,NA,44.3,98.14,103,18219,140.852955705582,0.0794472508662798,0.0846831612673549,0.0924684159378037,0.0982142857142857,0.103994753811684,73.7904761904762,0.153610308820262,0.723602334900208,5.67224581937758e-05,0,0,0.00018212656716952,0.0022834445859287,0.980297653079657,0.000128219114328255,8.57839645523152e-05,1
"81","łódzkie",2010,0.46853425759564,2542.44,NA,0.0494521789339043,0.0479304100476865,0.059386745625062,0.067823142844107,0.0802423345169751,0.0787980503737361,0.0704816168430592,0.0610430311716794,0.0629439639778543,0.0790308979262408,0.0807450020374161,0.0432097405795072,0.0696001787262295,0.0388764948262218,0.110436211570321,0.0368878508642892,0.0331654366127604,0.0241968726056428,0.0161860514876284,34908,79.4,70.1,452,5601,18.8,63.8,17.5,110,21,99.46,21.71,NA,42.13,96.45,131,18219,139.548822657665,0.062777811605675,0.0658197139938713,0.0717392060675643,0.0797493811881188,0.0860852502818019,74.9714285714286,0.201714613427707,0.812864362687875,0.000113444916387551,0,0,0.000242832036305699,0.00240668097998065,0.98691650060463,0.000142870236466121,0.00017156792910463,1
"82","łódzkie",2014,0.50354706028042,2504.14,0.139864607992537,0.0470158170323018,0.0439736499934508,0.0501079014877786,0.062417536427734,0.0706203656670405,0.0804093707370526,0.0779454470523965,0.0681181054064156,0.0601357114789293,0.0644553650440711,0.0796598108089976,0.0488751409667846,0.0753729030691624,0.0594768015794669,0.111416073248418,0.0346730369277068,0.0316743978761537,0.0252062986994317,0.0198623397451257,41622,80.8,71.7,349,4759,21.2,61.9,16.9,110,24.8,95.43,23.3,NA,42.99,94.37,96,18219,137.446621658708,0.0492588484420692,0.0496922842174864,0.0520677893839267,0.055975707574195,0.0594897399987822,76.4666666666667,0.281255124602048,1.0157254069356,0.000342611087967289,0.000108356850597813,1.09182063871258e-05,0.000391792928844485,0.0037737273423409,0.992154789030988,0.000317138555577861,0.000241791642228502,1
"83","łódzkie",2018,0.635102718867078,2466.32,0.143156895166162,0.0460187274816508,0.0477691071968705,0.0448745135468929,0.0532797420612556,0.064757156608099,0.073046422973156,0.0803589312344455,0.0768902033067864,0.0659443495212709,0.0593450490244177,0.0661718137372168,0.0493690604876411,0.0770373860347513,0.0687164936289746,0.126421043156571,0.0490256341223895,0.0298578206738617,0.0245268055022823,0.0230107828580372,51561,80.7,72,287,4580,23.7,59.4,16.9,110,29.5,95.95,21.79,0.92,47.06,94.41,75,18219,135.370766781931,0.0691535686144403,0.0738583514195863,0.0759698398596779,0.0801258949593965,0.0840728042754865,76.5571428571429,0.355339611300341,1.29260927903155,0.000944841763669598,0.000451132770135992,4.54568461999945e-05,0.000731685489005903,0.00783163056424391,0.994406377708053,0.000836722509972949,0.000278352327752279,1
"84","łódzkie",2022,0.761245549662236,2378.48,0.144000608791402,0.042984120550788,0.0527466456560757,0.0465082155306555,0.0463652672732998,0.0546226313158429,0.06475471971,0.0770028627490716,0.0808843283723281,0.0763831400098298,0.0645192755214143,0.0594244314548391,0.0482698425845381,0.0677599966028767,0.0729750853800511,0.144799437288389,0.0608387783305578,0.0377660887212564,0.0229015721365257,0.0232929981000495,76228,80,72.1,291,5284,25.4,57.3,17.3,110,34.1,97.1,26.09,1.09,39.59,95.87,66,18219,130.549426422965,0.148133086319341,0.165213593374658,0.175271327499866,0.190744942883187,0.203935636378717,76.2380952380952,0.426434932534887,1.4622868697543,0.00151100589785263,0.000771245892786716,7.77119470177593e-05,0.00105311945865131,0.0116293913722354,0.996946709831154,0.00132292258420904,0.000318167434345836,1
"85","śląskie",2004,0.380507645938127,4700.77,NA,0.0426387501114179,0.0608702274584318,0.0754076299398545,0.0852887749690423,0.079839668854322,0.0693890427761744,0.0642669043014433,0.0718971419794753,0.0850424324009827,0.0807654744296202,0.0598267816066769,0.0481008328208288,0.0479191604951613,0.0445252491559363,0.0842219287006323,0.0363474417281761,0.0250760992186175,0.014877133985042,0.00792125376879665,27235,78.4,70.2,440,4316,15.5,65.1,19.5,107,17.9,99.71,16.99,NA,58.12,97.93,92,12333,381.153814967972,0.133469285833195,0.139126285193701,0.146813770371727,0.154412826809187,NA,74.4386473429952,0.0992145118142965,0.733782856688044,0,0,0,0.00743861077446609,0.0344702317270516,0.909725907830737,1.85032577364235e-06,0.0620971360275412,0
